Target,ID,Date,Flag,User,Tweet,Clean_Tweet,Sentiment
0,1564756235,Mon Apr 20 04:48:51 PDT 2009,NO_QUERY,meganrogers,"sadly I can't seem to make my iPhone in to a iSuperPhone by shining Sonic Screwdriver at it, so no intergalactic calls for me. ",sadly i cant seem to make my iphone in to a isuperphone by shining sonic screwdriver at it so no intergalactic calls for me ,Negative
0,2175752892,Mon Jun 15 01:53:56 PDT 2009,NO_QUERY,iLayLou,"@beksxx I'm having one later, now I can't wait ", im having one later now i cant wait ,Neutral
4,2015951948,Wed Jun 03 05:52:22 PDT 2009,NO_QUERY,xVivaLaJuicyx,@bmore2cali Morning , morning ,Neutral
4,1882640958,Fri May 22 07:13:55 PDT 2009,NO_QUERY,Genesisxix3,Is listening to some old school jay-z about to go cash my check and live my life like T.I. said to ,is listening to some old school jayz about to go cash my check and live my life like ti said to ,Positive
4,2051284899,Fri Jun 05 21:29:50 PDT 2009,NO_QUERY,jessicasolis,is back home! the grad party was alot funner than expected; i forgot there were gonna be highschool aged hispanic guys  and good music.,is back home the grad party was alot funner than expected i forgot there were gonna be highschool aged hispanic guys  and good music,Positive
4,1956785271,Thu May 28 22:41:04 PDT 2009,NO_QUERY,nikicheong,@starwing Ahh no worries. I'll be Twittering from there , ahh no worries ill be twittering from there ,Negative
0,2218399799,Wed Jun 17 22:24:47 PDT 2009,NO_QUERY,AgonTheRican,@MusicMistress90 oh....lol i feel dumb , ohlol i feel dumb ,Negative
0,1688111706,Sun May 03 10:21:58 PDT 2009,NO_QUERY,Girlslikemakeup,"Planing a long bath to night, with some nice soap, exams starting tomorrow ",planing a long bath to night with some nice soap exams starting tomorrow ,Positive
4,1556168040,Sat Apr 18 21:52:16 PDT 2009,NO_QUERY,stephcappelli,"@heyrhi as soon as this year ends, get your cute bum to montreal asap so we can be roomies downtown and order take out every night  ilyily", as soon as this year ends get your cute bum to montreal asap so we can be roomies downtown and order take out every night  ilyily,Positive
0,2184509429,Mon Jun 15 16:00:54 PDT 2009,NO_QUERY,RomanticFanatic,My good friend Sargis had his last day at school. He'll miss Grad  . Hopes he has fun in Armenia. I'm gonna miss him.  C ya at high school,my good friend sargis had his last day at school hell miss grad   hopes he has fun in armenia im gonna miss him  c ya at high school,Positive
0,1751204383,Sat May 09 18:54:29 PDT 2009,NO_QUERY,fadiolli,@rbbashirxx @2moor I dont even like you guys ,  i dont even like you guys ,Neutral
4,2013538138,Tue Jun 02 22:55:31 PDT 2009,NO_QUERY,brandonxy,OMG it worked. I LOVE IT!  now if I could make this happen with myspace i'd be SET. THIS is how @LadyGaga does it..,omg it worked i love it  now if i could make this happen with myspace id be set this is how  does it,Positive
4,1956436335,Thu May 28 21:52:31 PDT 2009,NO_QUERY,babsj,@Sondra_ Check out SR and tlatzotzontli for her theory and pic.  (ie RH) , check out sr and tlatzotzontli for her theory and pic  ie rh ,Neutral
4,2191019133,Tue Jun 16 04:19:33 PDT 2009,NO_QUERY,doctorpsych1,I know I'm in rural America!  I passed a Starbucks and there were two tractors parked outside!  Seriously! ,i know im in rural america  i passed a starbucks and there were two tractors parked outside  seriously ,Negative
4,1960591986,Fri May 29 08:12:11 PDT 2009,NO_QUERY,whizadree,BBC asks nicely 2 run second hacking demo... please sir can i ave some more   http://bit.ly/1awz2P,bbc asks nicely  run second hacking demo please sir can i ave some more   ,Positive
0,1469124972,Tue Apr 07 05:18:03 PDT 2009,NO_QUERY,kingobron,I think I have a fever.  iDie. Don't know if I'll be able to make it to class. BOO!,i think i have a fever  idie dont know if ill be able to make it to class boo,Neutral
0,2014315010,Wed Jun 03 01:07:24 PDT 2009,NO_QUERY,Manan8886,Religiously following stocks!!! in red now ,religiously following stocks in red now ,Neutral
0,2066194447,Sun Jun 07 10:03:48 PDT 2009,NO_QUERY,ebeck123,@candicekei oh i will go to utah if i have to! so sad , oh i will go to utah if i have to so sad ,Negative
4,1966268040,Fri May 29 17:26:50 PDT 2009,NO_QUERY,stevenpfeifer,"Another day of, well, nothing! I am longboarding later though. All I have to look forward to ",another day of well nothing i am longboarding later though all i have to look forward to ,Neutral
4,2051802652,Fri Jun 05 22:50:58 PDT 2009,NO_QUERY,murderdanielle,"Cool it cami, you know I love you. ...secretly, shhh! ",cool it cami you know i love you secretly shhh ,Positive
4,1687902247,Sun May 03 09:52:17 PDT 2009,NO_QUERY,lemonsareyellow,"@aikku Ha, lucky you! Not everybody gets the chance to see live bird porn ", ha lucky you not everybody gets the chance to see live bird porn ,Positive
4,1974908457,Sat May 30 14:03:27 PDT 2009,NO_QUERY,hollyxiiwood,Just getting to the baby sisters game  fam bam day today,just getting to the baby sisters game  fam bam day today,Negative
0,1751430892,Sat May 09 19:26:01 PDT 2009,NO_QUERY,drthomasho,@tomllewis I turned OFF @foxnews when they switched to WH Correspondents Dinner. I get a &quot;bad feeling in my gut&quot; whenever I see Obama , i turned off  when they switched to wh correspondents dinner i get a quotbad feeling in my gutquot whenever i see obama ,Neutral
4,2189617730,Tue Jun 16 00:28:13 PDT 2009,NO_QUERY,livibeck,@DeeBee_ ima bash him  shes mine, ima bash him  shes mine,Neutral
4,2176697671,Mon Jun 15 04:32:16 PDT 2009,NO_QUERY,NKgirl_Kelly,"@Tyrese4ReaL ahhhhhh.... Wish I was there, would love a hug from you ", ahhhhhh wish i was there would love a hug from you ,Positive
0,2187403968,Mon Jun 15 20:13:55 PDT 2009,NO_QUERY,sydbabe,I'm dying of heat. Why is it sooo hot? ,im dying of heat why is it sooo hot ,Positive
4,2071845301,Sun Jun 07 20:00:40 PDT 2009,NO_QUERY,alliewonkers,@certainly_chloe oh my  you and your anime shows lol ily!, oh my  you and your anime shows lol ily,Positive
4,1992748753,Mon Jun 01 09:15:34 PDT 2009,NO_QUERY,ZEDDERZ,"@MissKatiePrice Katie, you were soooo fantastic at the Clothes Show  Well done. It was a brilliant day! xxx", katie you were soooo fantastic at the clothes show  well done it was a brilliant day xxx,Positive
4,2045550077,Fri Jun 05 10:53:27 PDT 2009,NO_QUERY,prmikeydunks,"Eating shitty fastfood on my break, can't wait to leave and go hang with ajsup. ",eating shitty fastfood on my break cant wait to leave and go hang with ajsup ,Neutral
0,2061072749,Sat Jun 06 20:07:28 PDT 2009,NO_QUERY,toddsoulas,@tim_cooke damn drunken conversations , damn drunken conversations ,Neutral
0,1970164765,Sat May 30 02:43:20 PDT 2009,NO_QUERY,LadyMcScamp,Is actually @GabbaFriends  I fail ,is actually   i fail ,Negative
0,2182615206,Mon Jun 15 13:24:24 PDT 2009,NO_QUERY,Welshbybirth,"@Screenjabber Couldn't stand it, to me that wasn't red dwarf ", couldnt stand it to me that wasnt red dwarf ,Neutral
0,2236020584,Fri Jun 19 02:39:24 PDT 2009,NO_QUERY,iarerawbot,@littleblackboot you left?    you didn't tell me?, you left    you didnt tell me,Neutral
4,2176943463,Mon Jun 15 05:06:37 PDT 2009,NO_QUERY,ButtaCupp,@ThePBG Goodmorning Love! , goodmorning love ,Positive
0,2071492521,Sun Jun 07 19:29:09 PDT 2009,NO_QUERY,KayteJ,Gosh stupid computer is acting up!! OH fuck ,gosh stupid computer is acting up oh fuck ,Negative
0,2054731173,Sat Jun 06 07:58:31 PDT 2009,NO_QUERY,Kissez04,What I was really going to miss was all the material things OH NO    ... don't take away my shopping sprees lol...,what i was really going to miss was all the material things oh no     dont take away my shopping sprees lol,Positive
4,2052345573,Sat Jun 06 00:25:17 PDT 2009,NO_QUERY,HighAsKites,nice2meetu/iamgladurhere/useemcool  ,nicemeetuiamgladurhereuseemcool  ,Neutral
0,2252093477,Sat Jun 20 05:26:11 PDT 2009,NO_QUERY,ADDGirl,Take home midterm ,take home midterm ,Neutral
0,1998757795,Mon Jun 01 19:04:35 PDT 2009,NO_QUERY,CRed_TheDiva,@marchmadness85 , ,Neutral
0,2247277681,Fri Jun 19 18:51:28 PDT 2009,NO_QUERY,Timothy_Fisher,@ballerinajay ah!! I hate you  not really though, ah i hate you  not really though,Negative
0,2257918310,Sat Jun 20 15:06:07 PDT 2009,NO_QUERY,rosieroo30,@brandonlovelace i am SO said i missed you guys at Six Flags. , i am so said i missed you guys at six flags ,Neutral
0,2177332490,Mon Jun 15 05:55:02 PDT 2009,NO_QUERY,luuhainam,"Äang á» quÃª trÃ¡nh nÃ³ng, mai pháº£i lÃªn HN rá»i ",ang  qu trnh nng mai phi ln hn ri ,Neutral
0,2209621379,Wed Jun 17 10:36:04 PDT 2009,NO_QUERY,katemelissa,unbelievably bored. mm stress much. worst day tomorrow (N) ,unbelievably bored mm stress much worst day tomorrow n ,Negative
0,2265769210,Sun Jun 21 07:16:20 PDT 2009,NO_QUERY,iparfait,Wishes I could hang with Andrea  *moarns*,wishes i could hang with andrea  moarns,Neutral
4,1753467500,Sun May 10 01:47:11 PDT 2009,NO_QUERY,vipwoody,"@mromairi They paid you to go? Think before voting, each vote counts ", they paid you to go think before voting each vote counts ,Neutral
4,1989372526,Mon Jun 01 01:17:55 PDT 2009,NO_QUERY,aish_star,"@anaggh anthr gem of rule dt I read 4married men Rule No 1: d wife is always right Rule No 2: wen in doubt, refer2Rule No 1 ", anthr gem of rule dt i read married men rule no  d wife is always right rule no  wen in doubt referrule no  ,Positive
0,1978477812,Sat May 30 23:28:53 PDT 2009,NO_QUERY,xojillelizabeth,If I'm sick all summer I'm going to be sooo bummed  I hate standing outside alll night its freezing,if im sick all summer im going to be sooo bummed  i hate standing outside alll night its freezing,Negative
4,2049708126,Fri Jun 05 17:21:25 PDT 2009,NO_QUERY,johnfountain,"@birdsonthewire heh, i think you may have hit a sore point for me ", heh i think you may have hit a sore point for me ,Neutral
4,1834791532,Mon May 18 04:12:54 PDT 2009,NO_QUERY,Kalediscope,"freshly showered, nekkid n ashy, SC in HD on the LCD, think i'll wear a skirt today b/c i feels like it n i'm sexy ",freshly showered nekkid n ashy sc in hd on the lcd think ill wear a skirt today bc i feels like it n im sexy ,Positive
0,1834327598,Mon May 18 02:30:43 PDT 2009,NO_QUERY,tweelings,"HASS&gt; 39,7 ich hasse das  http://tinyurl.com/pe8ro6",hassgt  ich hasse das  ,Neutral
4,2057297328,Sat Jun 06 12:44:24 PDT 2009,NO_QUERY,Ozark_sky,@SteveGarufi I'm coming!! Hold on! Have to finish watching my Hogs in this intense baseball game!! , im coming hold on have to finish watching my hogs in this intense baseball game ,Negative
0,1985652155,Sun May 31 17:31:00 PDT 2009,NO_QUERY,NennyKay,@JodieInPink Neither do I , neither do i ,Neutral
4,2064446750,Sun Jun 07 06:17:25 PDT 2009,NO_QUERY,The_Rooster,@WoollyMittens fair enough. I just must not be moving in same circle. Been ages since I have seen him  î?, fair enough i just must not be moving in same circle been ages since i have seen him  ,Positive
4,1971544067,Sat May 30 07:20:55 PDT 2009,NO_QUERY,Lemonpillows,Off into town shopping while the football is on ,off into town shopping while the football is on ,Neutral
4,1833626493,Sun May 17 23:54:29 PDT 2009,NO_QUERY,breakfasttweets,@GarethCliff Super headspace just in time for breakfast. Maybe a few cobwebs too  http://twitter.com/filmfairy/statuses/1833532819, super headspace just in time for breakfast maybe a few cobwebs too  ,Positive
0,2263492046,Sun Jun 21 00:57:47 PDT 2009,NO_QUERY,Q80BOY,morning tweeps !! its the start of ANOTHER loong week at home ... doing NOTHING ,morning tweeps  its the start of another loong week at home  doing nothing ,Neutral
0,2013026279,Tue Jun 02 21:45:52 PDT 2009,NO_QUERY,rrrrrrrrrrachel,What the fuck no. If it's 90 degrees tomorow I'll kill myself ,what the fuck no if its  degrees tomorow ill kill myself ,Negative
4,1969740746,Sat May 30 01:03:21 PDT 2009,NO_QUERY,msandreaonline,HI NEW FOLLOWERS ,hi new followers ,Positive
4,1983469107,Sun May 31 13:12:55 PDT 2009,NO_QUERY,Nani425,"relaxing at home with my fabulous husband, who I adore ",relaxing at home with my fabulous husband who i adore ,Positive
0,2002940315,Tue Jun 02 05:31:34 PDT 2009,NO_QUERY,blmangaddict,Does any1 out there knows where i can upload parodied music videos? D copyright holders r quite strict &amp; youtube continues 2 del my vids ,does any out there knows where i can upload parodied music videos d copyright holders r quite strict amp youtube continues  del my vids ,Neutral
0,2234622088,Thu Jun 18 23:24:49 PDT 2009,NO_QUERY,shelbyinger,"@christoferdrew wow, that's crazy! I'm left handed ", wow thats crazy im left handed ,Negative
4,1881884697,Fri May 22 05:46:49 PDT 2009,NO_QUERY,emmi1984,Sooo excited for this weekend!   ,sooo excited for this weekend   ,Positive
0,1963530135,Fri May 29 12:51:45 PDT 2009,NO_QUERY,Collette87,"@katecameron2002 Oh same here, can't believe they killed him off!  Hate Stringer now!", oh same here cant believe they killed him off  hate stringer now,Negative
0,2282700973,Mon Jun 22 11:41:57 PDT 2009,NO_QUERY,waitrewindthat,"pretty much flat broke till thursday, then I have to pay bills ",pretty much flat broke till thursday then i have to pay bills ,Positive
4,2051197446,Fri Jun 05 21:04:15 PDT 2009,NO_QUERY,Taj_Milahi,@Slo_Danc3 good luck bro on the test , good luck bro on the test ,Positive
4,2002373681,Tue Jun 02 04:01:23 PDT 2009,NO_QUERY,dommafia,@thundermuffin aren't u always like sirdark ? , arent u always like sirdark  ,Neutral
4,1882145773,Fri May 22 06:19:21 PDT 2009,NO_QUERY,nivcalderon,6 users #followfriday  me today.  but only 2 new followers for me today so far, users followfriday  me today  but only  new followers for me today so far,Positive
0,2203571728,Wed Jun 17 00:02:21 PDT 2009,NO_QUERY,russgroves,@plymouth_pc supposed to be 8.00 , supposed to be  ,Neutral
0,2069210158,Sun Jun 07 15:27:49 PDT 2009,NO_QUERY,bella456,@KekonaGirl sounds like u had a wild night! Me? I'm sick  ear and throat ache, sounds like u had a wild night me im sick  ear and throat ache,Negative
0,2016008827,Wed Jun 03 05:59:26 PDT 2009,NO_QUERY,natalieannem,@angelsab I wanna see @calvinharris live  I am jealous!! xx, i wanna see  live  i am jealous xx,Positive
4,1965790473,Fri May 29 16:32:53 PDT 2009,NO_QUERY,jennet,Steak and a night on the town. Who knew that would be such a priority to the boys after getting back home? ,steak and a night on the town who knew that would be such a priority to the boys after getting back home ,Neutral
4,2003743113,Tue Jun 02 07:04:21 PDT 2009,NO_QUERY,xchatterbox,Editing. ,editing ,Neutral
0,2191614093,Tue Jun 16 05:38:12 PDT 2009,NO_QUERY,sarahcooley,I think I broke my iPhone charger ,i think i broke my iphone charger ,Neutral
0,2192091143,Tue Jun 16 06:29:39 PDT 2009,NO_QUERY,3t3rn1ty,is going to play Rock Band for a bit. Brain won't kick into gear ,is going to play rock band for a bit brain wont kick into gear ,Neutral
4,1997197292,Mon Jun 01 16:25:35 PDT 2009,NO_QUERY,t_chinn,@myk_ul perhaps some kona coffee glazed macadmia nuts pls. my mom would def like some!! thanksss , perhaps some kona coffee glazed macadmia nuts pls my mom would def like some thanksss ,Neutral
4,1969129722,Fri May 29 23:06:32 PDT 2009,NO_QUERY,lebop,memorial then my big sis Shoe's baby shower... talk about extremes but God is still sovereign and THAT is a beautiful thing...Gmorning ,memorial then my big sis shoes baby shower talk about extremes but god is still sovereign and that is a beautiful thinggmorning ,Positive
4,1998435233,Mon Jun 01 18:32:38 PDT 2009,NO_QUERY,C_hr_is_ti_na_V,Ah. Bad mood. Hello vodka and sprite! Aka miracle juice. ,ah bad mood hello vodka and sprite aka miracle juice ,Negative
0,1794612292,Thu May 14 06:11:44 PDT 2009,NO_QUERY,murderdoll,@juanmahenao quï¿½ pasï¿½ con la novia?  take it easy my friend, qu pas con la novia  take it easy my friend,Positive
4,1467953820,Mon Apr 06 22:58:38 PDT 2009,NO_QUERY,maweekapaprika,Is lying in bed with a babe ,is lying in bed with a babe ,Neutral
4,1553522932,Sat Apr 18 14:29:46 PDT 2009,NO_QUERY,ashhhhjonas,"Yay ! Second placee, I love you girls ",yay  second placee i love you girls ,Positive
4,2178502161,Mon Jun 15 07:47:45 PDT 2009,NO_QUERY,pascal_the_pup,"@LouPeb Thank you - Mom &amp; Dad seem happy to have her back home - me, I guess I'm glad to have the old gal back too. ", thank you  mom amp dad seem happy to have her back home  me i guess im glad to have the old gal back too ,Positive
4,2179877228,Mon Jun 15 09:42:22 PDT 2009,NO_QUERY,primatage,"@conflagratio from an outside view it really does look like a massive shift toward unity, small bickering aside ", from an outside view it really does look like a massive shift toward unity small bickering aside ,Negative
0,1693909797,Mon May 04 00:15:38 PDT 2009,NO_QUERY,Pardy,@wolfnymph Reading that made me feel sick. Itï¿½s just horrible , reading that made me feel sick its just horrible ,Negative
0,2216910342,Wed Jun 17 20:08:04 PDT 2009,NO_QUERY,AlltidSlask,@heyuknowuloveme I miss you guys. SOOOOO much. , i miss you guys sooooo much ,Positive
0,2263656028,Sun Jun 21 01:25:37 PDT 2009,NO_QUERY,Deroline,"Waiting for the weather to become better :/ Actually it was said there would be sunshine all day long today. But no. Rain, rain, rain! ",waiting for the weather to become better  actually it was said there would be sunshine all day long today but no rain rain rain ,Positive
0,2261638094,Sat Jun 20 21:06:19 PDT 2009,NO_QUERY,EngagePramodh,Feeling sleepy .. but got to work....  ,feeling sleepy  but got to work  ,Neutral
4,2070388441,Sun Jun 07 17:36:25 PDT 2009,NO_QUERY,bcass,Only one day left of my long weekend. Glad I'll get to follow along with #WWDC. ,only one day left of my long weekend glad ill get to follow along with wwdc ,Negative
4,1833546211,Sun May 17 23:38:15 PDT 2009,NO_QUERY,Nichhhh,Had a good birthday  thanks dan and liv you guys are awesome  goodnight twit freaks!,had a good birthday  thanks dan and liv you guys are awesome  goodnight twit freaks,Positive
0,2257758506,Sat Jun 20 14:50:48 PDT 2009,NO_QUERY,LawrenceCameron,I should go more easy on who I chose to follow on DailyBooth. But you all look so awesome and I dont want to upset you ,i should go more easy on who i chose to follow on dailybooth but you all look so awesome and i dont want to upset you ,Positive
0,1971427006,Sat May 30 07:05:07 PDT 2009,NO_QUERY,ChorleyDom,Gutted I missed my dad flying over the hills of Lancaster - I'm there in spirit ,gutted i missed my dad flying over the hills of lancaster  im there in spirit ,Neutral
4,1760361592,Sun May 10 21:19:47 PDT 2009,NO_QUERY,thomasmecos,There's no rest for the wicked...miss home but not too much lol...hard work pays off ,theres no rest for the wickedmiss home but not too much lolhard work pays off ,Positive
4,2189875347,Tue Jun 16 01:08:27 PDT 2009,NO_QUERY,speedyian,@Dublins98Dave I'm listening to you for the first time , im listening to you for the first time ,Positive
4,1985559055,Sun May 31 17:20:11 PDT 2009,NO_QUERY,Malfunctioning,"with no Coke, taking the Crown straight up! This'll grow hair on the chest ",with no coke taking the crown straight up thisll grow hair on the chest ,Positive
0,2187384713,Mon Jun 15 20:12:12 PDT 2009,NO_QUERY,radarlistener,Bruce soldup his Foodworks store and went away ,bruce soldup his foodworks store and went away ,Neutral
0,1677611318,Sat May 02 03:01:31 PDT 2009,NO_QUERY,kathrynmcclory,missing beavis lots even though he is at work and i am at my mummy's i just want to see him ,missing beavis lots even though he is at work and i am at my mummys i just want to see him ,Negative
4,2052587226,Sat Jun 06 01:15:10 PDT 2009,NO_QUERY,ninirific,Alright...after 4 am calls for sleep. I feel like @onebreath. ,alrightafter  am calls for sleep i feel like  ,Neutral
4,1985507265,Sun May 31 17:14:11 PDT 2009,NO_QUERY,ThaCinsta,"Where is the tukstee? Wanna go to sleep, tired! Nog 1 vrije dag....let's enjoy my last day of freedom tomorrow ",where is the tukstee wanna go to sleep tired nog  vrije daglets enjoy my last day of freedom tomorrow ,Neutral
4,1971206664,Sat May 30 06:30:41 PDT 2009,NO_QUERY,toanlh,Th? 7 cï¿½c em xinh ??p r? ?i ch?i nh?ng ng?i v? l?i thï¿½i ,th  cc em xinh p r i chi nhng ngi v li thi ,Neutral
4,2191146563,Tue Jun 16 04:37:47 PDT 2009,NO_QUERY,LaMoony,@mileycyrus wow..hehe i think i didn't get that  *tc* ^____^, wowhehe i think i didnt get that  tc ,Neutral
4,1976427559,Sat May 30 17:18:23 PDT 2009,NO_QUERY,CSick09,@Quintessence_T promoting my new song , promoting my new song ,Positive
0,2071478746,Sun Jun 07 19:27:48 PDT 2009,NO_QUERY,cutemama007,which is another reason why i dont like walking nowhere. ,which is another reason why i dont like walking nowhere ,Neutral
4,1693536502,Sun May 03 22:52:29 PDT 2009,NO_QUERY,callumlinden,@CarlGriffith Rochester Park somewhere ? , rochester park somewhere  ,Neutral
4,2057870746,Sat Jun 06 13:49:18 PDT 2009,NO_QUERY,Little_Japany,going to bed now. good night guys. by the way - follow me! ,going to bed now good night guys by the way  follow me ,Positive
0,1978240161,Sat May 30 22:48:08 PDT 2009,NO_QUERY,Vynse,@itisnthealthy hahahha DONT EVEN STRESS IT!!! I ALMOST BEAT YOU , hahahha dont even stress it i almost beat you ,Neutral
4,1828076047,Sun May 17 12:02:20 PDT 2009,NO_QUERY,kayewtie,chillin bout to play me some hockey on PS2 ,chillin bout to play me some hockey on ps ,Neutral
0,2250049236,Fri Jun 19 23:35:07 PDT 2009,NO_QUERY,jessicaleahb,@FFFmUse not w merrick he's sick  lol, not w merrick hes sick  lol,Positive
0,1834756408,Mon May 18 04:05:56 PDT 2009,NO_QUERY,AlgebraCow,lost my watch ,lost my watch ,Neutral
0,2203474335,Tue Jun 16 23:49:18 PDT 2009,NO_QUERY,Beccalou37,@KyranBracken http://twitpic.com/7lt17 - I've got one like that - what's he watching - I'm lucky enough to get Tellybubbies ,   ive got one like that  whats he watching  im lucky enough to get tellybubbies ,Positive
0,2283618564,Mon Jun 22 12:51:27 PDT 2009,NO_QUERY,angelajames,"@Linnette1 which is fine, except we're talking about a book that released beginning of June ", which is fine except were talking about a book that released beginning of june ,Positive
0,2265195155,Sun Jun 21 06:01:09 PDT 2009,NO_QUERY,mirandawray,missin @brieannalynn already ,missin  already ,Neutral
4,1882029065,Fri May 22 06:05:12 PDT 2009,NO_QUERY,stefanielugassy,Going to the green room to chill with fob  with @justbeinkelly,going to the green room to chill with fob  with ,Negative
4,1977850057,Sat May 30 21:51:06 PDT 2009,NO_QUERY,thekelliejane,@aliasgirl18 YES the eyes have it. , yes the eyes have it ,Neutral
0,1686701295,Sun May 03 06:27:50 PDT 2009,NO_QUERY,lovetherainthem,"hey everyone in the us, watch dollhouse. be grateful that you get to watch it while we poor deprived australians must wait for the dvd ",hey everyone in the us watch dollhouse be grateful that you get to watch it while we poor deprived australians must wait for the dvd ,Negative
4,2180073981,Mon Jun 15 09:58:37 PDT 2009,NO_QUERY,Sara823,"In case you're wondering, I'm TB free. ",in case youre wondering im tb free ,Positive
0,2247945209,Fri Jun 19 19:52:00 PDT 2009,NO_QUERY,blah8808,thinking about him... ,thinking about him ,Neutral
4,2057495159,Sat Jun 06 13:06:37 PDT 2009,NO_QUERY,markable,@IhaveTheFear Ah! Forgot there were snowy ones , ah forgot there were snowy ones ,Neutral
0,1551024610,Sat Apr 18 07:56:28 PDT 2009,NO_QUERY,27thLeerz,Just Opened my Friendster and I have a lots of pending requests. I don't know who they are. ,just opened my friendster and i have a lots of pending requests i dont know who they are ,Neutral
4,2061315049,Sat Jun 06 20:36:47 PDT 2009,NO_QUERY,TheBeerWench,@talkingbeans Id make out really well if I had that arrangement , id make out really well if i had that arrangement ,Positive
0,2236479211,Fri Jun 19 03:48:44 PDT 2009,NO_QUERY,ijoostin,@kristarella They cancelled the American version  I'll have to check out the engrish version, they cancelled the american version  ill have to check out the engrish version,Negative
4,2179341764,Mon Jun 15 08:58:34 PDT 2009,NO_QUERY,jedijen,@ThisIsRobThomas  For shame if they were late!!!! They would miss the best ,  for shame if they were late they would miss the best ,Positive
4,1957073535,Thu May 28 23:26:39 PDT 2009,NO_QUERY,erenemre,@teddyrised haha thanks , haha thanks ,Positive
0,2227785118,Thu Jun 18 13:37:49 PDT 2009,NO_QUERY,mathisenk,@akateisakate AHH! lol bad timing.  well enjoy it!, ahh lol bad timing  well enjoy it,Positive
4,2018418907,Wed Jun 03 09:56:17 PDT 2009,NO_QUERY,NancyKohler,@Eklund   Thanks!  I found #HockeyBuzz a few years ago when I had no hockey fanatics in my life!  You saved me @eklund!  ,   thanks  i found hockeybuzz a few years ago when i had no hockey fanatics in my life  you saved me   ,Neutral
4,2046410095,Fri Jun 05 12:08:20 PDT 2009,NO_QUERY,7SLKristelle,Cornerstone on west cherry street! Doors open at seven! Be there? ,cornerstone on west cherry street doors open at seven be there ,Neutral
0,2054997599,Sat Jun 06 08:30:03 PDT 2009,NO_QUERY,lzne,I JUMPED LIKE A FUCKING RETARD AND I DIDN'T WIN THE MACBETH HAMPER!!!     SO PAISEY!!,i jumped like a fucking retard and i didnt win the macbeth hamper     so paisey,Negative
0,1693019274,Sun May 03 21:21:09 PDT 2009,NO_QUERY,DJKDJ,@TroubleSum it is to bad the old people had to go  LOL, it is to bad the old people had to go  lol,Positive
0,1791661429,Wed May 13 20:44:29 PDT 2009,NO_QUERY,cece_newnew,I just want everyone 2 know; if u twitted me I can't respond bkuz im mobile   I see u thoe =],i just want everyone  know if u twitted me i cant respond bkuz im mobile   i see u thoe ,Neutral
4,2067297038,Sun Jun 07 12:05:51 PDT 2009,NO_QUERY,Jananananana,At the beach! Tanning and reading ,at the beach tanning and reading ,Neutral
0,2226135905,Thu Jun 18 11:34:35 PDT 2009,NO_QUERY,grahamplata,Half my day is gone ,half my day is gone ,Negative
4,2069381050,Sun Jun 07 15:46:22 PDT 2009,NO_QUERY,SirPsycho84,@ToriXXXGore http://twitpic.com/6v58n - Wow! That's a big drink ,   wow thats a big drink ,Positive
0,2055364483,Sat Jun 06 09:10:53 PDT 2009,NO_QUERY,sheridesfixed,@jkennedy4thewin fuck ya it does! but the only ones I got for free were my shitty little ankle ones , fuck ya it does but the only ones i got for free were my shitty little ankle ones ,Negative
0,1972801462,Sat May 30 09:54:51 PDT 2009,NO_QUERY,Ayo_Cave,"I really don't feel like working today, it'll be a total bummer!  Oh well",i really dont feel like working today itll be a total bummer  oh well,Positive
4,1880974833,Fri May 22 03:09:44 PDT 2009,NO_QUERY,bardicbelle,I have some of that cream cheese left over. I think I'll have another bagel for lunch.... ,i have some of that cream cheese left over i think ill have another bagel for lunch ,Negative
4,2180725259,Mon Jun 15 10:51:36 PDT 2009,NO_QUERY,sammylee15,thinks Leverage is awesome! ,thinks leverage is awesome ,Positive
0,2063294770,Sun Jun 07 02:05:19 PDT 2009,NO_QUERY,felixmeister,Finally all done. Nieces and nephews can do a lot of damage when given admin access ,finally all done nieces and nephews can do a lot of damage when given admin access ,Neutral
0,1560002599,Sun Apr 19 12:35:49 PDT 2009,NO_QUERY,pizzil,hummm carnt find no1 who has this out offf all my contacs ,hummm carnt find no who has this out offf all my contacs ,Neutral
4,1970368920,Sat May 30 03:35:03 PDT 2009,NO_QUERY,jackjack86,is working...going out in EL tonight ,is workinggoing out in el tonight ,Neutral
4,2185690376,Mon Jun 15 17:45:38 PDT 2009,NO_QUERY,iaagustin,@AskTheSpeakEasy  I am way over 21.  Add +10 to that  Where is Adams Morgan? Is it by Dupont Circle or Georgetown?,  i am way over   add  to that  where is adams morgan is it by dupont circle or georgetown,Neutral
0,2213980148,Wed Jun 17 16:06:10 PDT 2009,NO_QUERY,blindingvoip,"I watched the pregame on FSN FL, then it turned to 7:00 and went to a black screen. BOO! I want Rich &amp; Tommy back. ",i watched the pregame on fsn fl then it turned to  and went to a black screen boo i want rich amp tommy back ,Positive
4,1970974114,Sat May 30 05:50:17 PDT 2009,NO_QUERY,AdamTyson,http://bit.ly/3KwcT &quot;OOOOOOO&quot; The proper trailer for Toy Story 3!! , quotoooooooquot the proper trailer for toy story  ,Neutral
0,1998321638,Mon Jun 01 18:21:28 PDT 2009,NO_QUERY,chasewhale,I wish I was going to CineVegas.         (:(:   (:  (:  ( :,i wish i was going to cinevegas                 ,Neutral
